ROUTE,COUNTY,POST_MILE,YEAR,AM_DIR,AM_PEAK_VOL_PEAK_DIR,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
15,SD,30.856,17,S,3133,11.08,88.55,9.82,7,THU,MAR,N,2504.00,10.13,77.4,7.84,16,TUE,OCT
15,SD,0.405,17,S,4417,6.97,57.79,4.03,6,THU,JUN,N,5130.00,8.64,54.17,4.68,16,TUE,JUL
15,SD,2.226,17,N,5358,7.71,51.84,4,7,THU,OCT,N,6199.00,8.59,53.88,4.63,16,WED,MAY
15,SD,6.132,17,N,7180,6.48,61.93,4.01,6,WED,MAY,S,8558.00,7.95,60.15,4.78,17,WED,MAR
15,SD,9.995,17,N,6953,7.32,59.23,4.34,6,FRI,NOV,S,6259.00,7.75,50.35,3.9,14,FRI,JAN
15,SD,15,17,S,11760,7.86,57.14,4.49,7,TUE,AUG,S,10492.00,7.66,52.33,4.01,15,FRI,AUG
15,SD,15.924,17,S,12565,7.89,57.58,4.54,7,THU,JAN,N,11272.00,7.77,52.43,4.08,15,FRI,MAY
15,SD,26.026,17,S,9759,7.04,61.34,4.32,7,MON,MAY,N,10171.00,7.32,61.55,4.5,15,TUE,FEB
15,SD,26.026,17,S,9465,6.56,66.81,4.38,6,THU,JUL,N,9205.00,7.27,58.59,4.26,16,THU,JUN
15,SD,28.765,17,S,10261,7.17,68.08,4.88,6,FRI,NOV,N,10906.00,8.63,60.18,5.19,15,FRI,JAN
15,SD,30.627,17,S,10096,7.08,67.62,4.79,6,WED,FEB,N,10566.00,8.22,60.91,5.01,15,WED,NOV
15,SD,31.517,17,S,7215,6.2,76.75,4.76,6,FRI,SEP,N,7346.00,7.49,64.64,4.84,16,WED,MAY
15,SD,36.636,17,S,7317,6.53,76.92,5.02,6,FRI,AUG,N,6899.00,7.31,64.8,4.74,15,TUE,SEP
15,SD,46.491,17,N,8032,7.78,70.49,5.48,12,MON,SEP,N,9038.00,8.27,74.59,6.17,15,MON,FEB
15,SD,46.491,17,S,6551,6.11,78.17,4.78,6,THU,JUL,N,6295.00,7.25,63.33,4.59,15,FRI,NOV
15,RIV,8.737,17,S,8027,6.65,60.93,4.05,8,SAT,OCT,N,7385.00,6.59,56.58,3.73,15,WED,MAR
15,RIV,44.662,17,S,5621,6.88,54.36,3.74,6,MON,APR,S,5311.00,6.75,52.35,3.53,14,THU,DEC
15,SBD,1.015,15,N,7588,6.63,52.3,3.47,6,MON,MAY,S,7167.00,6.29,52.15,3.28,13,SUN,JUN
15,SBD,5.973,17,S,7873,6.01,72.28,4.34,7,TUE,JUL,N,7133.00,6.43,61.16,3.93,16,WED,OCT
15,SBD,81.834,17,N,2922,10.49,57.92,6.08,12,FRI,APR,N,2905.00,11.5,52.53,6.04,13,FRI,DEC
15,SBD,138.456,16,N,2782,11.1,62.17,6.9,10,SAT,SEP,S,2746.00,12.17,55.98,6.81,14,SUN,JUL
16,COL,0,17,W,45,15.87,61.64,9.78,11,SAT,NOV,E,51.00,19.13,57.96,11.09,14,SUN,OCT
16,SAC,11.474,17,W,567,8,71.05,5.69,6,THU,MAR,E,547.00,9.32,58.88,5.49,17,FRI,OCT
16,SAC,11.474,17,W,694,7.69,68.51,5.27,6,WED,FEB,E,737.00,8.84,63.32,5.6,16,FRI,JUN
16,SAC,16.805,17,W,1081,10.14,72.12,7.31,7,TUE,OCT,E,913.00,8.82,70.07,6.18,17,WED,OCT
16,SAC,22.848,17,E,325,8.73,60.63,5.29,11,SAT,JUL,E,369.00,8.86,67.83,6.01,17,MON,JUL
17,SCL,7.073,17,N,3874,5.84,72.6,4.24,7,TUE,NOV,S,3562.00,6.8,57.39,3.9,16,MON,DEC
18,SBD,17.732,15,N,867,10.32,80.43,8.3,10,FRI,JUL,N,1068.00,11.81,86.55,10.22,16,FRI,JUL
18,SBD,20.612,15,N,550,9.86,58.82,5.8,12,SAT,OCT,S,566.00,8.76,68.19,5.97,15,SUN,JUL
18,SBD,31.903,15,S,1156,16.58,67.8,11.24,12,SUN,JAN,S,1141.00,18.58,59.71,11.09,14,SUN,DEC
18,SBD,44.319,17,S,884,22.74,61.39,13.96,12,MON,JAN,S,764.00,19.61,61.51,12.06,14,SUN,NOV
18,SBD,73.783,15,S,449,10.59,51.67,5.47,11,FRI,JAN,S,493.00,9.54,62.96,6.01,13,THU,JAN
20,MEN,2.23,17,E,285,14.35,55.02,7.89,12,SUN,JUL,W,278.00,11.88,64.8,7.7,17,FRI,SEP
20,MEN,33.32,16,E,851,7.41,83.76,6.21,7,THU,APR,E,994.00,10.32,70.3,7.25,16,FRI,OCT
20,LAK,0.99,17,E,496,9.49,54.51,5.17,12,SUN,JUL,E,601.00,9.61,65.26,6.27,17,FRI,NOV
20,LAK,8.293,17,W,515,8.02,62.96,5.05,10,SAT,SEP,E,603.00,9.6,61.59,5.91,17,THU,AUG
20,LAK,8.319,17,E,467,10.32,69.7,7.19,12,SAT,MAR,E,652.00,12.17,82.53,10.04,16,TUE,FEB
20,LAK,31.525,17,W,476,10.31,52.08,5.37,12,FRI,MAY,W,515.00,10.91,53.26,5.81,13,FRI,MAY
20,LAK,31.667,17,E,466,11.06,56.69,6.27,11,SUN,JUL,W,515.00,12.14,57.1,6.93,15,FRI,SEP
20,COL,3.451,15,W,369,12.73,54.43,6.93,12,FRI,JUL,W,438.00,13.88,59.27,8.23,17,FRI,SEP
20,COL,3.451,15,E,331,11.33,59.53,6.74,11,SAT,NOV,E,404.00,14.79,55.65,8.23,15,SUN,JUL
20,SUT,9.176,17,E,442,7.61,57.55,4.38,12,WED,OCT,E,562.00,9.1,61.22,5.57,15,FRI,APR
20,SUT,17.057,17,W,1702,7.53,54.89,4.13,7,TUE,SEP,W,1941.00,8.59,54.82,4.71,16,THU,APR
20,YUB,0,17,W,1702,7.53,54.89,4.13,7,TUE,SEP,W,1941.00,8.59,54.82,4.71,16,THU,APR
20,YUB,1.472,16,E,841,7.68,64.05,4.92,7,FRI,SEP,W,833.00,8.15,59.76,4.87,16,THU,MAR
20,YUB,1.472,16,W,1160,8.11,55.64,4.51,12,SUN,AUG,E,1229.00,8.32,57.46,4.78,17,FRI,OCT
20,YUB,7.018,17,W,695,8.93,70.7,6.31,7,TUE,NOV,E,685.00,10.47,59.41,6.22,16,FRI,SEP
20,NEV,29.6,17,W,312,14.54,58.65,8.53,11,MON,MAY,W,771.00,23.13,91.14,21.08,16,TUE,FEB
22,ORA,1.8,16,E,6847,7.81,57.4,4.48,7,THU,JUN,E,6389.00,7.39,56.63,4.18,18,TUE,APR
22,ORA,7.31,16,E,8273,7,52.19,3.65,7,WED,JAN,W,9231.00,7.59,53.73,4.08,17,FRI,MAY
23,VEN,4.32,16,S,6826,8.42,72.3,6.09,7,TUE,JUN,N,6146.00,8.73,62.78,5.48,17,THU,FEB
23,VEN,10.78,17,S,3913,9.68,56,5.42,7,THU,SEP,N,3389.00,8.23,57.02,4.69,16,FRI,JAN
24,CC,2.313,15,W,8673,7.52,64.45,4.85,7,TUE,SEP,E,8299.00,7.67,60.51,4.64,17,FRI,MAR
25,SBT,35,16,S,112,19.29,62.22,12,12,SAT,FEB,N,116.00,15.11,82.27,12.43,16,SUN,FEB
25,SBT,54.048,16,N,1699,7.36,89.14,6.56,5,THU,APR,S,1918.00,7.95,93.15,7.4,17,TUE,APR
25,SCL,2.528,16,S,1452,7.68,71.49,5.49,7,WED,MAR,N,1445.00,8.15,67.02,5.46,17,MON,JUN
26,SJ,6.85,16,W,418,9.57,66.56,6.37,7,WED,AUG,E,357.00,9.05,60.1,5.44,17,MON,AUG
26,SJ,20.506,16,W,404,9.63,83.13,8,7,THU,MAR,E,419.00,10.3,80.58,8.3,17,MON,FEB
26,CAL,0,16,W,404,9.63,83.13,8,7,THU,MAR,E,419.00,10.3,80.58,8.3,17,MON,FEB
26,CAL,18.069,15,E,94,10.57,56.63,5.99,10,SAT,APR,W,90.00,10.89,52.63,5.73,14,FRI,APR
28,PLA,0.085,17,W,748,8.43,69.52,5.86,8,TUE,MAR,E,820.00,10.77,59.68,6.43,15,SUN,JAN
28,PLA,0.83,15,W,524,7.34,62.46,4.58,11,SAT,JAN,E,629.00,9.31,59.06,5.5,16,FRI,JAN
28,PLA,5.81,15,W,346,6.6,67.32,4.44,7,WED,OCT,E,445.00,9.09,62.85,5.72,17,WED,OCT
28,PLA,11.028,16,W,560,7.81,56.4,4.4,12,SAT,JAN,W,675.00,9.45,56.16,5.31,16,TUE,JAN
29,NAP,6.196,17,S,2002,7.75,53.44,4.14,7,THU,JAN,S,2040.00,6.68,63.18,4.22,18,SAT,OCT
29,NAP,9.1,17,N,2111,7.5,54.6,4.09,8,THU,MAY,N,2292.00,7.71,57.62,4.44,16,THU,MAR
29,NAP,36.893,17,N,650,11.04,60.07,6.63,12,FRI,OCT,N,685.00,12.56,55.65,6.99,15,FRI,OCT
29,LAK,52.539,17,N,444,12.46,51.27,6.39,12,TUE,MAR,N,529.00,14.99,50.77,7.61,16,TUE,MAR
32,GLE,9.626,17,E,521,8.51,62.77,5.34,7,WED,SEP,W,586.00,9.1,66.07,6.01,17,WED,OCT
32,GLE,9.626,17,E,714,9.35,58.38,5.46,12,SAT,FEB,E,766.00,10.68,54.87,5.86,16,WED,JAN
32,TEH,24.876,16,W,130,16.05,75.58,12.13,12,SUN,SEP,W,131.00,17.91,68.23,12.22,15,SUN,AUG
33,VEN,4.046,17,S,1562,8.4,64.25,5.4,7,TUE,OCT,N,1565.00,8.62,62.73,5.41,17,WED,OCT
33,VEN,11.21,17,N,686,10.62,53.22,5.65,7,MON,AUG,S,749.00,11.52,53.58,6.17,14,SUN,AUG
33,VEN,17.35,15,N,286,39.83,99.31,39.56,1,SUN,AUG,N,271.00,38.31,97.83,37.48,21,SAT,OCT
33,KER,11.555,17,S,409,10.41,90.29,9.4,5,WED,MAY,N,373.00,11.06,77.55,8.57,17,THU,JUN
33,KER,11.555,15,S,271,8.71,75.28,6.56,5,TUE,JUL,N,237.00,9.58,59.85,5.73,16,FRI,JUL
33,KER,17.889,15,S,376,8.43,74.9,6.31,6,WED,APR,N,378.00,9.87,64.29,6.35,15,WED,JAN
33,KER,17.889,15,S,145,9.9,62.5,6.19,7,WED,OCT,N,147.00,10.41,60.25,6.27,15,FRI,OCT
33,KER,18.79,15,S,577,6.36,99.14,6.31,2,WED,JUL,S,504.00,10.28,53.62,5.51,15,FRI,JAN
33,KER,23.41,15,N,508,15.45,84.67,13.08,6,THU,OCT,S,420.00,14.35,75.4,10.82,15,THU,JAN
33,KER,60.168,15,N,317,18.48,80.87,14.95,5,THU,OCT,S,280.00,22.91,57.61,13.2,16,MON,JUL
33,KIN,7.8,17,S,337,22.3,89.39,19.93,5,THU,SEP,N,208.00,14.78,83.2,12.3,16,FRI,DEC
33,KIN,7.8,17,S,503,18.97,91.96,17.45,5,TUE,MAR,N,318.00,13.39,82.38,11.03,16,WED,JUN
33,FRE,14.75,17,S,363,6.06,72.46,4.39,6,THU,MAR,N,493.00,10.1,59.04,5.96,16,THU,SEP
33,FRE,18.588,17,N,282,7.69,78.99,6.07,5,THU,AUG,S,285.00,8.89,69.01,6.14,16,TUE,AUG
33,FRE,24.316,17,N,161,8.14,80.1,6.52,5,TUE,JUN,N,146.00,9.6,61.6,5.91,14,FRI,SEP
33,FRE,24.316,17,N,214,6.66,75.62,5.04,5,MON,SEP,S,225.00,9.32,56.82,5.3,16,WED,DEC
33,FRE,39.948,16,N,310,16.87,94.23,15.9,3,TUE,OCT,S,170.00,11.08,78.7,8.72,14,SAT,APR
33,FRE,53.4,16,S,250,16.05,87.41,14.03,5,TUE,JUL,N,193.00,12.91,83.91,10.83,16,THU,APR
33,FRE,62.506,16,N,446,8.58,74.09,6.36,6,MON,OCT,S,387.00,9.17,60.19,5.52,16,WED,OCT
33,FRE,70.193,16,S,582,8.17,61.92,5.06,7,TUE,OCT,S,618.00,9.41,57.12,5.37,16,FRI,APR
33,FRE,77.65,16,S,133,8.19,63.33,5.19,7,THU,JUL,S,145.00,10.46,54.1,5.66,17,MON,OCT
33,FRE,79.905,17,N,197,10.56,87.95,9.28,3,SAT,AUG,S,153.00,10.18,70.83,7.21,15,MON,DEC
33,MER,5.635,16,S,616,10.25,63.9,6.55,12,SAT,JUN,S,541.00,9.44,60.99,5.75,13,SUN,JUL
33,MER,16.643,16,N,462,7.24,59.92,4.34,12,SAT,SEP,N,536.00,7.28,69.16,5.03,17,FRI,MAR
33,MER,16.643,16,N,462,7.24,59.92,4.34,12,SAT,SEP,N,536.00,7.28,69.16,5.03,17,FRI,MAR
33,MER,27.111,16,S,372,7.76,54.31,4.21,11,SAT,SEP,S,430.00,9.1,53.48,4.87,16,FRI,SEP
34,VEN,12.84,16,W,1574,9.97,97.4,9.71,3,FRI,JUL,W,1699.00,14.63,71.6,10.48,16,THU,APR
36,HUM,0,17,W,284,9.06,60.81,5.51,7,TUE,MAY,E,297.00,9.6,60,5.76,17,THU,JUL
36,HUM,7.49,17,E,162,9.84,62.79,6.18,12,SAT,AUG,E,192.00,12.12,60.38,7.32,16,SAT,MAY
36,TRI,27.232,15,E,53,11.62,57.61,6.69,11,SUN,NOV,W,53.00,12.5,53.54,6.69,15,FRI,MAY
36,TRI,28.65,15,W,25,7.26,83.33,6.05,10,MON,MAY,E,28.00,11.86,57.14,6.78,16,FRI,MAY
36,TEH,23.2,15,E,45,11.41,66.18,7.55,11,SUN,NOV,E,45.00,12.58,60,7.55,14,SUN,MAY
36,TEH,39.72,15,E,259,8.73,81.96,7.15,7,MON,SEP,W,221.00,9.64,63.32,6.1,15,FRI,MAY
36,TEH,41.207,17,E,240,8.6,69.77,6,7,THU,SEP,W,238.00,9.33,63.81,5.95,16,THU,JUN
36,TEH,41.207,17,E,474,8.95,68.6,6.14,7,WED,MAR,W,411.00,8.96,59.39,5.32,16,WED,SEP
36,TEH,41.15,15,E,497,10.76,54.26,5.84,12,FRI,FEB,E,496.00,10.33,56.43,5.83,14,FRI,FEB
36,TEH,41.15,15,E,633,10.13,54.81,5.55,12,WED,SEP,W,639.00,10.35,54.15,5.6,17,WED,SEP
36,TEH,42.79,15,W,756,8.59,54.39,4.67,7,MON,MAY,W,835.00,10.17,50.76,5.16,14,FRI,MAY
36,TEH,42.79,15,W,937,8.32,57.45,4.78,7,MON,MAY,W,1010.00,9.92,51.96,5.15,14,FRI,MAY
36,TEH,44.004,15,W,871,8.89,73.26,6.51,7,THU,NOV,W,979.00,11.53,63.53,7.32,15,FRI,NOV
36,TEH,44.004,15,W,137,13.12,54.15,7.1,11,SAT,AUG,W,154.00,11.56,69.06,7.98,14,SUN,AUG
36,TEH,55.26,16,W,121,16.02,59.02,9.45,10,SUN,AUG,W,158.00,16.25,75.96,12.34,15,SUN,AUG
36,TEH,82.205,16,W,126,18.61,60.58,11.27,11,SUN,AUG,W,161.00,20.66,69.7,14.4,13,SUN,AUG
36,PLU,6.287,16,W,257,16.71,77.64,12.97,10,SUN,AUG,E,218.00,14.79,74.4,11,17,FRI,AUG
36,PLU,8.84,16,W,382,14.66,51.83,7.6,11,SAT,AUG,E,375.00,14.4,51.8,7.46,13,SAT,AUG
36,PLU,9.18,16,W,296,12.1,61.54,7.45,11,SUN,AUG,W,296.00,12.15,61.28,7.45,13,SUN,AUG
36,LAS,0.76,16,W,117,11.84,50.65,6,12,SUN,AUG,W,130.00,12.61,52.85,6.66,15,FRI,AUG
36,LAS,19.196,16,W,139,11.66,50.55,5.89,12,SAT,SEP,W,161.00,11.58,58.97,6.83,15,FRI,AUG
36,LAS,24.46,17,W,340,10.45,59.23,6.19,10,FRI,MAY,W,350.00,11.38,56,6.37,14,FRI,JUL
36,LAS,25.045,17,W,585,9.48,54.83,5.2,10,SAT,JUL,W,641.00,10.47,54.41,5.69,15,THU,JUN
36,LAS,25.94,16,E,836,9.85,51.73,5.1,12,TUE,MAY,W,900.00,10.59,51.81,5.49,15,FRI,MAY
36,LAS,29.394,16,W,498,9.12,56.72,5.17,10,FRI,MAY,E,553.00,11.24,51.06,5.74,17,FRI,MAY
37,SOL,9.665,17,W,2748,6.96,55.05,3.83,12,SAT,JUL,E,2857.00,6.94,57.39,3.98,17,WED,OCT
38,SBD,59.438,15,E,193,20.96,59.94,12.57,11,SUN,OCT,W,220.00,25.85,55.42,14.32,17,FRI,JUL
39,LA,17.813,16,N,269,18,63.9,11.5,11,SUN,JUN,S,312.00,18.6,71.72,13.34,16,SUN,JUN
40,SBD,28.481,17,W,1061,12.05,63.69,7.68,11,SUN,JUL,W,1055.00,11.3,67.54,7.63,14,SUN,JUL
40,SBD,132.727,17,W,1315,11.52,69.32,7.98,11,SUN,JUN,W,1028.00,10.36,60.26,6.24,13,SUN,MAR
40,SBD,154.643,17,W,935,9.97,66.27,6.61,10,SUN,NOV,E,898.00,9.51,66.72,6.34,15,WED,JUN
41,SLO,14.52,17,S,987,13.69,50.18,6.87,10,SAT,JUL,S,1137.00,15.79,50.13,7.91,19,FRI,JUL
41,SLO,41.159,17,N,122,12.9,73.49,9.48,7,FRI,SEP,S,136.00,16.32,64.76,10.57,16,THU,JUN
41,SLO,42.172,17,N,123,15.69,61.81,9.7,5,TUE,MAR,S,141.00,16.01,69.46,11.12,16,MON,MAR
41,KIN,8.098,17,S,701,11.66,76.86,8.96,9,SAT,JUL,N,675.00,12.68,68.04,8.63,17,SUN,JUN
41,KIN,20.08,17,S,536,9.8,70.9,6.94,10,SAT,JUN,N,550.00,11.18,63.73,7.13,16,SUN,JUN
41,KIN,33.004,17,S,536,9.66,69.16,6.68,10,SAT,JUN,N,576.00,11.21,64.07,7.18,16,SUN,JUN
41,KIN,39.962,17,S,716,6.89,65.81,4.53,6,MON,MAR,N,805.00,8.25,61.78,5.1,16,WED,SEP
41,KIN,39.962,17,S,559,8.32,66.95,5.57,10,SAT,MAR,N,620.00,9.19,67.17,6.18,17,SUN,JUN
41,FRE,1.013,16,S,637,6.11,65.13,3.98,6,TUE,FEB,N,785.00,8,61.28,4.9,15,TUE,MAY
41,FRE,8.107,17,S,677,5.4,73.27,3.96,4,FRI,MAY,N,832.00,9.33,52.1,4.86,15,FRI,AUG
41,FRE,16.1,16,S,1225,6.86,79.96,5.48,5,WED,MAY,N,1138.00,8.7,58.51,5.09,16,THU,FEB
41,FRE,20.084,17,N,1710,7.6,59.5,4.52,12,SAT,OCT,N,1962.00,8.41,61.66,5.19,13,SAT,MAR
41,FRE,26.461,17,N,5999,6.58,74.11,4.87,8,TUE,SEP,N,6343.00,9.78,52.71,5.15,16,TUE,OCT
41,FRE,30.447,17,S,4025,8.66,57.76,5,7,WED,SEP,N,4124.00,8.88,57.71,5.12,17,TUE,MAY
41,FRE,31.683,17,S,2492,8.78,56.86,4.99,7,THU,APR,N,2534.00,9.43,53.84,5.07,17,WED,SEP
41,MAD,3.23,17,S,1097,7.6,71.42,5.42,7,TUE,MAY,N,1105.00,8.95,61.05,5.46,17,FRI,APR
41,MAD,3.23,16,S,1725,8.42,70.32,5.92,7,TUE,FEB,N,1508.00,8.42,61.45,5.18,17,WED,NOV
41,MAD,9.25,16,S,737,7.06,73.7,5.2,7,WED,MAY,N,822.00,9.43,61.48,5.8,16,FRI,AUG
41,MAD,9.25,17,S,839,7.16,66.91,4.79,7,TUE,SEP,N,978.00,8.31,67.17,5.58,17,FRI,OCT
41,MAD,24.02,16,N,740,10.58,54.29,5.74,11,SUN,MAY,N,767.00,9.87,60.3,5.95,17,FRI,AUG
41,MAD,25,16,S,598,9.77,54.81,5.35,12,SUN,AUG,N,626.00,9,62.29,5.6,16,FRI,NOV
41,MAD,28.02,16,S,775,9,59.85,5.38,11,MON,FEB,S,741.00,9.31,55.3,5.15,17,THU,AUG
41,MAD,35.77,16,N,720,10.37,62.77,6.51,9,SAT,AUG,S,654.00,9.3,63.62,5.92,17,SUN,AUG
41,MAD,38.99,17,N,492,12.6,66.31,8.36,10,SAT,AUG,S,455.00,11.19,69.04,7.73,17,SAT,MAY
41,MPA,4.918,16,N,381,15.74,78.56,12.37,10,SAT,AUG,S,353.00,14.09,81.34,11.46,17,SUN,AUG
43,KER,1.9,17,S,429,8.93,75,6.7,5,MON,SEP,N,493.00,11.54,66.71,7.7,15,THU,APR
43,KER,8.112,15,S,432,10.8,75,8.1,5,WED,NOV,N,350.00,11.19,58.63,6.56,16,THU,FEB
43,KER,9.162,15,S,409,9.86,79.73,7.86,5,THU,NOV,N,400.00,10.97,70.05,7.69,16,TUE,NOV
43,KER,17.966,15,N,475,7.17,57.16,4.1,5,WED,AUG,S,632.00,10.54,51.76,5.46,16,FRI,NOV
43,KER,25.187,15,N,354,11.62,77.12,8.96,5,MON,AUG,S,300.00,11.54,65.79,7.59,16,TUE,FEB
43,KER,33.48,17,N,218,9.98,67.08,6.69,6,MON,FEB,S,219.00,10.72,62.75,6.72,15,MON,AUG
43,TUL,22.133,17,S,174,8.12,56.31,4.57,7,MON,NOV,N,195.00,8.44,60.75,5.13,15,FRI,AUG
43,KIN,10.359,17,S,362,9.45,66.79,6.31,7,THU,NOV,N,394.00,9.74,70.48,6.87,16,TUE,MAY
43,KIN,18.238,17,S,438,9.07,65.47,5.94,6,TUE,MAY,N,509.00,10.13,68.14,6.9,16,THU,AUG
43,KIN,22.272,17,S,544,9.27,54.56,5.06,7,THU,MAY,S,541.00,9.84,51.13,5.03,16,THU,MAR
43,FRE,0,16,S,537,8.29,54.08,4.48,7,MON,MAY,N,596.00,9.56,52.05,4.97,16,FRI,NOV
43,FRE,8.34,16,S,540,5.96,72.29,4.31,5,WED,MAY,N,666.00,8.92,59.57,5.31,17,MON,NOV
43,FRE,9.308,16,N,682,7.18,54.17,3.89,12,FRI,MAY,N,929.00,9.6,55.17,5.3,16,FRI,MAY
44,SHA,0.852,17,W,2472,9.65,60.98,5.89,7,WED,AUG,E,2243.00,9.38,56.97,5.34,16,THU,SEP
44,SHA,1.808,17,W,3356,9.32,64.73,6.03,7,WED,SEP,E,3222.00,9.6,60.29,5.79,17,MON,MAY
44,SHA,1.239,17,W,2346,10.62,63.56,6.75,7,WED,APR,E,2018.00,10.96,52.95,5.8,14,FRI,FEB
44,SHA,3.627,15,W,1054,10.23,62.59,6.4,7,TUE,NOV,E,1040.00,9.75,64.8,6.32,17,TUE,NOV
44,SHA,7,17,W,1016,10.33,67.82,7.01,7,MON,APR,E,896.00,9.23,66.92,6.18,17,THU,JUN
44,SHA,7,17,W,547,8.93,72.93,6.51,7,TUE,OCT,E,534.00,8.93,71.2,6.36,17,MON,OCT
44,SHA,19.01,15,W,342,8.38,80.09,6.71,7,TUE,FEB,E,294.00,7.91,72.95,5.77,17,TUE,FEB
44,SHA,19.01,15,W,288,8.95,77.63,6.94,7,WED,MAY,E,288.00,10.63,65.31,6.94,16,FRI,MAY
44,SHA,32,17,E,285,11.49,63.9,7.34,9,SAT,JUL,W,278.00,12.99,55.16,7.16,15,SUN,JUL
44,SHA,49.353,16,E,144,14.65,73.85,10.82,10,SAT,AUG,W,128.00,15.48,62.14,9.62,15,SUN,AUG
44,SHA,62.685,16,W,129,17.32,53.75,9.31,12,SAT,AUG,W,130.00,15.51,60.47,9.38,14,SUN,AUG
44,LAS,37.247,17,W,138,13.91,58.97,8.2,10,FRI,JUN,E,144.00,16.77,51.06,8.56,13,SUN,JUN
45,COL,20.08,17,N,289,7.09,56.01,3.97,12,THU,NOV,N,365.00,8.83,56.85,5.02,17,FRI,MAY
45,GLE,7.527,17,S,163,9.62,63.18,6.08,7,WED,MAY,N,183.00,11,62.03,6.82,15,TUE,SEP
45,GLE,7.527,17,S,107,11.37,51.94,5.91,11,TUE,FEB,N,132.00,11.04,66,7.29,15,FRI,FEB
45,GLE,23.23,17,N,221,11.1,70.83,7.86,11,SAT,FEB,N,290.00,15.75,65.46,10.31,15,WED,JAN
46,SLO,0.146,17,W,380,14.37,56.63,8.14,12,SUN,MAY,E,436.00,13,71.83,9.34,16,SUN,AUG
46,SLO,21.969,16,W,515,11.39,62.65,7.14,12,SAT,APR,E,519.00,10.15,70.9,7.19,17,SUN,JUL
46,SLO,32.145,16,W,1488,8.95,67.82,6.07,9,SAT,MAY,E,1514.00,10.26,60.22,6.18,16,SUN,JUN
46,SLO,45.48,17,W,1205,9.06,62.37,5.65,12,SAT,AUG,E,1226.00,9.46,60.75,5.75,14,SUN,JUN
46,SLO,55.106,17,E,376,9.07,56.54,5.13,12,SUN,MAR,E,471.00,10.89,58.95,6.42,14,SUN,SEP
46,KER,0,17,E,524,11.72,55.69,6.53,12,SUN,JUL,W,560.00,13.17,52.98,6.98,16,FRI,JUL
46,KER,20.543,15,E,468,10.07,58.87,5.93,12,SUN,JUL,E,558.00,12.68,55.74,7.07,15,MON,JUL
46,KER,32.533,17,W,584,7,71.39,5,5,MON,MAY,E,575.00,9.38,52.46,4.92,16,FRI,JUL
46,KER,32.533,17,W,387,9.01,69.11,6.23,5,TUE,SEP,E,344.00,8.67,63.82,5.54,16,THU,OCT
46,KER,36.84,15,W,375,6.66,94.46,6.29,5,WED,OCT,E,309.00,8.19,63.32,5.19,16,THU,OCT
46,KER,50.904,15,W,461,7.91,58.5,4.63,12,FRI,APR,W,513.00,8.33,61.81,5.15,16,FRI,JUL
46,KER,57.785,15,W,508,10.19,68.37,6.97,6,MON,OCT,E,472.00,9.97,64.92,6.47,15,TUE,OCT
47,LA,2.1,15,N,2646,9.45,54.36,5.14,7,TUE,MAY,S,2705.00,9.79,53.65,5.25,16,THU,OCT
49,MAD,0,16,N,661,9.58,51.48,4.93,12,FRI,FEB,S,683.00,9.82,51.94,5.1,15,FRI,MAY
49,MAD,2.53,16,S,515,8.49,66.97,5.69,7,MON,MAY,N,519.00,8.97,63.92,5.73,17,THU,MAY
49,MAD,8.235,16,N,204,8.69,60.53,5.26,12,SUN,MAY,S,211.00,10.13,53.69,5.44,16,THU,AUG
49,MPA,16.7,17,S,4227,37.61,93.29,35.09,7,MON,APR,S,4715.00,41.07,95.31,39.14,16,TUE,AUG
49,MPA,16.7,17,N,586,8.92,78.87,7.04,7,TUE,APR,S,570.00,10.2,67.14,6.84,17,WED,AUG
49,MPA,44.67,17,S,95,17.22,79.83,13.75,9,SAT,APR,N,72.00,15.77,66.06,10.42,17,FRI,APR
49,TUO,6.468,16,N,65,11.41,67.01,7.65,11,SAT,JUL,S,61.00,10.71,67.03,7.18,16,FRI,JUL
49,TUO,20.4,17,S,285,9.2,64.48,5.93,9,THU,OCT,N,280.00,9.37,62.22,5.83,16,WED,OCT
49,AMA,14.723,15,S,521,9.1,56.08,5.1,12,SAT,MAY,S,567.00,9.66,57.51,5.56,17,FRI,MAY
49,ED,24.48,17,N,235,9.49,63.17,6,10,SAT,FEB,S,250.00,11.69,54.59,6.38,16,SAT,JUL
49,ED,24.48,17,S,398,8.29,73.16,6.06,7,THU,AUG,N,410.00,10.15,61.56,6.25,17,FRI,JUN
49,PLA,2.36,17,N,529,7.83,73.68,5.77,7,WED,MAY,S,572.00,9.18,67.93,6.24,17,TUE,MAY
49,PLA,3.78,17,S,1494,7.58,54.75,4.15,11,TUE,DEC,S,1673.00,8.4,55.32,4.65,17,WED,NOV
49,PLA,3.78,17,S,1427,7.41,55.29,4.1,11,THU,MAY,S,1622.00,8.23,56.56,4.66,16,WED,FEB
49,PLA,6.38,17,S,1731,8.11,55.34,4.49,12,THU,DEC,S,1683.00,8.38,52.07,4.36,13,FRI,DEC
