DI,RTE,CO,PRE,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
06,041,MPA,,4.918,153,O,16,N,381,15.740,78.560,12.370,10,SAT,AUG,S,353,14.090,81.340,11.460,17,SUN,AUG
06,043,KER,,1.900,5,B,17,S,429,8.930,75.000,6.700,5,MON,SEP,N,493,11.540,66.710,7.700,15,THU,APR
06,043,KER,,8.112,8,B,15,S,432,10.800,75.000,8.100,5,WED,NOV,N,350,11.190,58.630,6.560,16,THU,FEB
06,043,KER,,9.162,616,A,15,S,409,9.860,79.730,7.860,5,THU,NOV,N,400,10.970,70.050,7.690,16,TUE,NOV
06,043,KER,,17.966,626,A,15,N,475,7.170,57.160,4.100,5,WED,AUG,S,632,10.540,51.760,5.460,16,FRI,NOV
06,043,KER,,25.187,186,A,15,N,354,11.620,77.120,8.960,5,MON,AUG,S,300,11.540,65.790,7.590,16,TUE,FEB
06,043,KER,,33.480,652,A,17,N,218,9.980,67.080,6.690,6,MON,FEB,S,219,10.720,62.750,6.720,15,MON,AUG
06,043,TUL,,22.133,660,B,17,S,174,8.120,56.310,4.570,7,MON,NOV,N,195,8.440,60.750,5.130,15,FRI,AUG
06,043,KIN,,10.359,661,A,17,S,362,9.450,66.790,6.310,7,THU,NOV,N,394,9.740,70.480,6.870,16,TUE,MAY
06,043,KIN,,18.238,624,B,17,S,438,9.070,65.470,5.940,6,TUE,MAY,N,509,10.130,68.140,6.900,16,THU,AUG
06,043,KIN,,22.272,66,A,17,S,544,9.270,54.560,5.060,7,THU,MAY,S,541,9.840,51.130,5.030,16,THU,MAR
06,043,FRE,,0.000,190,A,16,S,537,8.290,54.080,4.480,7,MON,MAY,N,596,9.560,52.050,4.970,16,FRI,NOV
06,043,FRE,,8.340,648,B,16,S,540,5.960,72.290,4.310,5,WED,MAY,N,666,8.920,59.570,5.310,17,MON,NOV
06,043,FRE,,9.308,67,B,16,N,682,7.180,54.170,3.890,12,FRI,MAY,N,929,9.600,55.170,5.300,16,FRI,MAY
02,044,SHA,L,0.852,302,B,17,W,2472,9.650,60.980,5.890,7,WED,AUG,E,"2,243",9.380,56.970,5.340,16,THU,SEP
02,044,SHA,L,1.808,161,B,17,W,3356,9.320,64.730,6.030,7,WED,SEP,E,"3,222",9.600,60.290,5.790,17,MON,MAY
02,044,SHA,R,1.239,282,A,17,W,2346,10.620,63.560,6.750,7,WED,APR,E,"2,018",10.960,52.950,5.800,14,FRI,FEB
02,044,SHA,R,3.627,193,A,15,W,1054,10.230,62.590,6.400,7,TUE,NOV,E,"1,040",9.750,64.800,6.320,17,TUE,NOV
02,044,SHA,R,7.000,318,B,17,W,1016,10.330,67.820,7.010,7,MON,APR,E,896,9.230,66.920,6.180,17,THU,JUN
02,044,SHA,R,7.000,210,A,17,W,547,8.930,72.930,6.510,7,TUE,OCT,E,534,8.930,71.200,6.360,17,MON,OCT
02,044,SHA,R,19.010,229,A,15,W,342,8.380,80.090,6.710,7,TUE,FEB,E,294,7.910,72.950,5.770,17,TUE,FEB
02,044,SHA,R,19.010,283,B,15,W,288,8.950,77.630,6.940,7,WED,MAY,E,288,10.630,65.310,6.940,16,FRI,MAY
02,044,SHA,,32.000,284,A,17,E,285,11.490,63.900,7.340,9,SAT,JUL,W,278,12.990,55.160,7.160,15,SUN,JUL
02,044,SHA,R,49.353,118,B,16,E,144,14.650,73.850,10.820,10,SAT,AUG,W,128,15.480,62.140,9.620,15,SUN,AUG
02,044,SHA,,62.685,119,B,16,W,129,17.320,53.750,9.310,12,SAT,AUG,W,130,15.510,60.470,9.380,14,SUN,AUG
02,044,LAS,,37.247,120,B,17,W,138,13.910,58.970,8.200,10,FRI,JUN,E,144,16.770,51.060,8.560,13,SUN,JUN
03,045,COL,,20.080,190,A,17,N,289,7.090,56.010,3.970,12,THU,NOV,N,365,8.830,56.850,5.020,17,FRI,MAY
03,045,GLE,,7.527,192,A,17,S,163,9.620,63.180,6.080,7,WED,MAY,N,183,11.000,62.030,6.820,15,TUE,SEP
03,045,GLE,,7.527,193,B,17,S,107,11.370,51.940,5.910,11,TUE,FEB,N,132,11.040,66.000,7.290,15,FRI,FEB
03,045,GLE,,23.230,195,B,17,N,221,11.100,70.830,7.860,11,SAT,FEB,N,290,15.750,65.460,10.310,15,WED,JAN
05,046,SLO,R,0.146,283,A,17,W,380,14.370,56.630,8.140,12,SUN,MAY,E,436,13.000,71.830,9.340,16,SUN,AUG
05,046,SLO,R,21.969,279,B,16,W,515,11.390,62.650,7.140,12,SAT,APR,E,519,10.150,70.900,7.190,17,SUN,JUL
05,046,SLO,,32.145,531,A,16,W,1488,8.950,67.820,6.070,9,SAT,MAY,E,"1,514",10.260,60.220,6.180,16,SUN,JUN
05,046,SLO,,45.480,544,B,17,W,1205,9.060,62.370,5.650,12,SAT,AUG,E,"1,226",9.460,60.750,5.750,14,SUN,JUN
05,046,SLO,,55.106,68,A,17,E,376,9.070,56.540,5.130,12,SUN,MAR,E,471,10.890,58.950,6.420,14,SUN,SEP
06,046,KER,,0.000,68,A,17,E,524,11.720,55.690,6.530,12,SUN,JUL,W,560,13.170,52.980,6.980,16,FRI,JUL
06,046,KER,,20.543,4,A,15,E,468,10.070,58.870,5.930,12,SUN,JUL,E,558,12.680,55.740,7.070,15,MON,JUL
06,046,KER,,32.533,12,B,17,W,584,7.000,71.390,5.000,5,MON,MAY,E,575,9.380,52.460,4.920,16,FRI,JUL
06,046,KER,,32.533,11,A,17,W,387,9.010,69.110,6.230,5,TUE,SEP,E,344,8.670,63.820,5.540,16,THU,OCT
06,046,KER,,36.840,69,A,15,W,375,6.660,94.460,6.290,5,WED,OCT,E,309,8.190,63.320,5.190,16,THU,OCT
06,046,KER,,50.904,70,B,15,W,461,7.910,58.500,4.630,12,FRI,APR,W,513,8.330,61.810,5.150,16,FRI,JUL
06,046,KER,,57.785,15,B,15,W,508,10.190,68.370,6.970,6,MON,OCT,E,472,9.970,64.920,6.470,15,TUE,OCT
07,047,LA,,2.100,447,O,15,N,2646,9.450,54.360,5.140,7,TUE,MAY,S,"2,705",9.790,53.650,5.250,16,THU,OCT
06,049,MAD,,0.000,411,A,16,N,661,9.580,51.480,4.930,12,FRI,FEB,S,683,9.820,51.940,5.100,15,FRI,MAY
06,049,MAD,,2.530,165,B,16,S,515,8.490,66.970,5.690,7,MON,MAY,N,519,8.970,63.920,5.730,17,THU,MAY
06,049,MAD,,8.235,154,A,16,N,204,8.690,60.530,5.260,12,SUN,MAY,S,211,10.130,53.690,5.440,16,THU,AUG
10,049,MPA,,16.700,314,B,17,S,4227,37.610,93.290,35.090,7,MON,APR,S,"4,715",41.070,95.310,39.140,16,TUE,AUG
10,049,MPA,,16.700,315,A,17,N,586,8.920,78.870,7.040,7,TUE,APR,S,570,10.200,67.140,6.840,17,WED,AUG
10,049,MPA,,44.670,233,B,17,S,95,17.220,79.830,13.750,9,SAT,APR,N,72,15.770,66.060,10.420,17,FRI,APR
10,049,TUO,R,6.468,176,B,16,N,65,11.410,67.010,7.650,11,SAT,JUL,S,61,10.710,67.030,7.180,16,FRI,JUL
10,049,TUO,,20.400,167,A,17,S,285,9.200,64.480,5.930,9,THU,OCT,N,280,9.370,62.220,5.830,16,WED,OCT
10,049,AMA,,14.723,131,B,15,S,521,9.100,56.080,5.100,12,SAT,MAY,S,567,9.660,57.510,5.560,17,FRI,MAY
03,049,ED,,24.480,261,A,17,N,235,9.490,63.170,6.000,10,SAT,FEB,S,250,11.690,54.590,6.380,16,SAT,JUL
03,049,ED,,24.480,260,B,17,S,398,8.290,73.160,6.060,7,THU,AUG,N,410,10.150,61.560,6.250,17,FRI,JUN
03,049,PLA,,2.360,208,B,17,N,529,7.830,73.680,5.770,7,WED,MAY,S,572,9.180,67.930,6.240,17,TUE,MAY
03,049,PLA,,3.780,251,A,17,S,1494,7.580,54.750,4.150,11,TUE,DEC,S,"1,673",8.400,55.320,4.650,17,WED,NOV
03,049,PLA,,3.780,250,B,17,S,1427,7.410,55.290,4.100,11,THU,MAY,S,"1,622",8.230,56.560,4.660,16,WED,FEB
03,049,PLA,,6.380,210,B,17,S,1731,8.110,55.340,4.490,12,THU,DEC,S,"1,683",8.380,52.070,4.360,13,FRI,DEC
03,049,PLA,R,8.973,200,A,17,S,1530,6.310,66.090,4.170,7,THU,APR,N,"1,743",7.810,60.800,4.750,16,FRI,AUG
03,049,PLA,,11.373,320,O,15,S,1383,7.070,66.620,4.710,7,WED,SEP,N,"1,635",8.840,63.030,5.570,17,WED,MAR
03,049,NEV,,0.000,320,O,15,S,1383,7.070,66.620,4.710,7,WED,SEP,N,"1,635",8.840,63.030,5.570,17,WED,MAR
03,049,NEV,,10.710,370,B,17,N,1144,8.130,57.290,4.660,8,WED,NOV,S,"1,318",9.470,56.710,5.370,17,TUE,MAY
03,049,NEV,,10.710,371,A,17,N,1214,8.020,60.250,4.830,8,WED,MAR,S,"1,347",8.640,62.050,5.360,17,MON,FEB
03,049,NEV,R,13.663,212,B,15,S,1192,8.040,56.250,4.520,12,SUN,JUN,S,"1,297",8.850,55.620,4.920,17,WED,JUN
03,049,NEV,,15.810,214,A,15,S,326,8.050,62.100,5.000,8,FRI,FEB,N,354,9.240,58.710,5.430,17,WED,FEB
03,049,SIE,R,12.225,216,B,15,N,35,11.490,57.380,6.590,11,SUN,FEB,S,40,10.170,74.070,7.530,14,SUN,NOV
03,049,SIE,,47.440,217,B,17,N,49,23.060,61.250,14.120,11,SUN,JUL,N,51,20.750,70.830,14.700,14,SUN,AUG
02,049,PLU,,7.500,121,B,16,S,62,9.410,65.960,6.210,8,TUE,AUG,S,76,10.810,70.370,7.610,17,MON,AUG
03,050,YOL,,2.477,410,B,15,E,6046,8.640,56.530,4.880,7,TUE,JAN,E,"5,857",7.320,64.650,4.730,16,WED,FEB
03,050,SAC,R,3.674,228,A,17,W,8392,8.310,52.810,4.390,7,FRI,SEP,E,"8,047",7.950,52.960,4.210,16,THU,SEP
03,050,SAC,R,5.336,230,A,17,E,8031,8.570,51.720,4.430,7,WED,FEB,W,"8,142",8.530,52.660,4.490,16,THU,AUG
03,050,SAC,R,7.746,232,A,17,W,8243,8.760,50.450,4.420,7,TUE,APR,E,"8,410",8.920,50.560,4.510,16,THU,AUG
03,050,SAC,R,10.919,234,A,17,W,8088,8.790,61.200,5.380,7,TUE,MAR,E,"7,552",8.660,57.950,5.020,16,TUE,JAN
03,050,ED,R,8.564,245,B,15,E,3259,8.560,59.340,5.080,11,SAT,OCT,E,"3,521",9.260,59.250,5.480,15,FRI,JAN
03,050,ED,R,31.299,315,A,17,W,1337,16.050,73.460,11.790,10,MON,MAY,W,"1,350",17.190,69.270,11.910,14,SUN,AUG
03,050,ED,,70.621,383,A,16,W,1310,11.540,83.070,9.590,10,SUN,NOV,W,"1,085",12.190,65.130,7.940,14,SUN,SEP
03,050,ED,,70.621,382,B,16,W,1176,14.110,71.580,10.100,11,SUN,SEP,W,"1,032",17.350,51.090,8.860,13,SUN,JUL
03,050,ED,,78.420,385,A,17,E,1453,9.780,50.330,4.920,11,SUN,SEP,W,"1,481",9.190,54.630,5.020,16,FRI,JUL
03,050,ED,,78.420,384,B,17,E,1462,9.780,51.660,5.050,12,SAT,JUN,W,"1,445",8.930,55.920,4.990,17,THU,DEC
03,050,ED,,80.439,387,O,16,W,1016,7.130,50.800,3.620,12,SAT,JAN,E,"1,277",8.490,53.630,4.550,16,SAT,JAN
03,051,SAC,,1.204,427,A,16,N,7187,7.250,56.610,4.100,7,THU,OCT,N,"6,487",6.730,55.060,3.700,13,WED,OCT
03,051,SAC,,1.204,426,B,16,N,7669,7.590,56.410,4.280,7,TUE,APR,N,"6,472",6.460,55.890,3.610,13,THU,NOV
03,051,SAC,,3.357,430,B,17,S,6307,7.160,51.140,3.660,7,WED,MAY,N,"5,807",6.730,50.160,3.370,14,TUE,NOV
03,051,SAC,,4.061,432,A,16,S,7804,7.520,61.300,4.610,7,WED,DEC,N,"6,961",7.370,55.760,4.110,16,WED,MAR
03,051,SAC,,7.969,433,A,16,S,5205,6.020,63.520,3.820,6,THU,JAN,N,"6,077",7.490,59.570,4.460,17,WED,MAR
11,052,SD,,0.324,720,A,17,E,5478,8.490,71.460,6.070,8,TUE,AUG,E,"5,944",9.080,72.520,6.590,17,TUE,JUN
11,052,SD,,3.761,703,B,17,W,4169,9.030,50.950,4.600,7,WED,SEP,E,"4,312",7.820,60.870,4.760,15,THU,DEC
11,052,SD,,5.494,726,A,17,W,6197,8.760,63.110,5.530,7,THU,OCT,E,"6,136",8.880,61.670,5.470,15,THU,NOV
11,052,SD,,8.713,727,B,17,W,6461,8.550,74.220,6.340,7,WED,MAR,E,"5,409",7.690,69.090,5.310,16,TUE,JAN
11,052,SD,,8.713,728,A,17,W,5826,8.370,71.830,6.010,7,THU,AUG,E,"5,565",8.050,71.350,5.740,16,MON,MAR
11,052,SD,,13.273,730,A,17,W,4041,6.590,73.490,4.840,6,MON,AUG,E,"4,522",8.460,64.050,5.420,15,MON,OCT
11,052,SD,,13.273,729,B,17,W,5897,7.690,78.530,6.040,6,TUE,MAY,E,"5,467",8.080,69.260,5.600,16,WED,APR
11,052,SD,,14.962,732,B,17,W,4100,6.650,73.070,4.860,6,FRI,SEP,E,"4,580",7.950,68.300,5.430,17,MON,AUG
11,052,SD,,15.829,733,O,17,W,3178,6.100,63.120,3.850,6,THU,JUN,E,"4,273",8.670,59.700,5.180,15,TUE,NOV
11,052,SD,,16.735,734,O,17,W,3157,6.350,62.470,3.960,7,WED,AUG,E,"4,034",8.500,59.580,5.070,15,THU,FEB
01,053,LAK,,5.150,728,A,17,S,405,8.960,53.010,4.750,10,SAT,JUL,N,504,9.570,61.770,5.910,16,MON,NOV
01,053,LAK,,7.413,729,B,17,N,348,8.740,71.170,6.220,11,SUN,AUG,N,389,8.830,78.750,6.950,16,THU,NOV
11,054,SD,,1.880,814,A,17,W,6841,7.780,63.120,4.910,7,WED,MAR,E,"6,026",7.860,55.000,4.330,15,THU,DEC
11,054,SD,,4.207,815,B,17,W,6441,7.790,61.370,4.780,7,THU,SEP,E,"5,602",7.810,53.220,4.160,16,WED,AUG
11,054,SD,,4.207,816,A,17,W,5865,8.040,59.840,4.810,7,WED,AUG,E,"5,071",7.900,52.670,4.160,16,TUE,AUG
11,054,SD,,4.994,743,A,17,W,5534,8.490,57.460,4.880,7,THU,JAN,E,"4,730",7.850,53.120,4.170,15,WED,MAY
11,054,SD,T,12.257,890,B,17,W,985,7.040,55.930,3.940,11,SAT,JUN,W,"1,764",11.470,61.490,7.050,15,FRI,NOV
12,055,ORA,R,2.772,909,B,17,N,3975,9.550,58.410,5.580,7,TUE,MAR,N,"3,518",5.050,97.830,4.940,15,THU,AUG
12,055,ORA,R,3.776,910,B,16,N,12735,10.500,77.340,8.120,7,FRI,OCT,N,"10,557",9.830,68.430,6.730,15,FRI,OCT
12,055,ORA,,14.370,94,A,16,N,8378,6.870,52.650,3.620,11,FRI,MAR,N,"9,544",7.530,54.760,4.120,16,MON,OCT
11,056,SD,,0.309,751,A,17,W,5498,9.350,65.700,6.150,7,THU,SEP,E,"4,807",8.410,63.910,5.370,14,FRI,SEP
11,056,SD,,0.820,752,A,17,W,5124,9.230,67.340,6.220,7,THU,SEP,E,"4,426",8.500,63.170,5.370,15,WED,MAY
11,056,SD,,3.103,755,A,17,E,3852,10.680,54.410,5.810,12,MON,OCT,E,"4,020",8.430,71.980,6.060,17,TUE,FEB
11,056,SD,,3.103,750,B,17,W,4349,7.940,73.450,5.830,7,THU,JUL,E,"4,191",8.080,69.560,5.620,17,MON,MAY
11,056,SD,,7.562,757,B,17,W,4476,8.590,70.640,6.070,7,THU,DEC,E,"4,110",8.980,62.100,5.570,17,THU,MAR
11,056,SD,,8.540,759,A,17,W,3409,8.720,57.890,5.050,7,THU,AUG,E,"3,250",8.530,56.430,4.810,14,FRI,MAY
11,056,SD,,8.540,758,B,17,W,3721,8.060,61.400,4.950,7,MON,MAY,E,"3,964",8.670,60.800,5.270,16,THU,MAY
12,057,ORA,,15.600,927,A,16,N,9792,6.330,53.340,3.370,7,MON,FEB,N,"9,986",6.510,52.850,3.440,18,WED,APR
07,057,LA,R,3.167,77,B,17,S,7705,5.310,71.010,3.770,5,WED,MAR,S,"7,115",6.250,55.730,3.480,17,FRI,MAY
05,058,SLO,,1.870,235,A,16,W,177,8.120,81.570,6.620,7,THU,SEP,E,303,14.960,75.750,11.340,15,SUN,SEP
06,058,KER,,15.410,71,B,15,W,18,18.120,66.670,12.080,10,THU,MAY,W,17,18.790,60.710,11.410,15,FRI,FEB
06,058,KER,,15.420,72,A,15,W,397,23.640,94.980,22.460,5,MON,NOV,E,343,21.490,90.260,19.400,16,WED,NOV
06,058,KER,,28.120,73,A,15,W,749,15.260,89.700,13.690,5,THU,NOV,E,693,15.330,82.600,12.660,16,MON,NOV
06,058,KER,,39.960,9,B,17,W,361,8.330,80.580,6.710,5,TUE,AUG,E,428,10.600,75.090,7.960,16,THU,NOV
06,058,KER,,39.970,10,A,15,W,575,10.270,91.850,9.440,5,MON,NOV,E,449,10.980,67.120,7.370,16,THU,NOV
06,058,KER,,51.626,163,B,15,W,2290,8.460,52.390,4.430,12,MON,FEB,W,"2,339",8.670,52.250,4.530,15,FRI,FEB
06,058,KER,R,57.412,332,A,15,W,2248,6.600,64.380,4.250,7,WED,MAY,W,"2,472",7.420,63.000,4.670,15,TUE,MAY
06,058,KER,R,65.680,972,B,16,E,1127,8.350,58.520,4.890,11,FRI,FEB,E,"1,273",9.400,58.720,5.520,14,FRI,MAR
06,058,KER,,69.747,77,B,15,E,955,7.440,56.050,4.170,12,FRI,AUG,E,"1,183",8.230,62.760,5.160,17,FRI,NOV
09,058,KER,R,107.465,969,B,17,E,1135,9.220,51.970,4.790,12,FRI,DEC,W,"1,276",8.900,60.530,5.390,15,WED,JUL
09,058,KER,M,111.130,910,A,17,E,645,8.470,54.380,4.600,11,FRI,JUN,W,770,8.390,65.480,5.500,16,MON,MAR
09,058,KER,R,142.878,953,A,17,E,797,8.450,61.120,5.170,11,FRI,MAR,E,850,8.430,65.390,5.510,13,FRI,FEB
08,058,SBD,R,20.635,607,B,16,E,666,8.720,65.040,5.670,10,FRI,JUN,W,694,8.410,70.310,5.910,14,MON,FEB
10,059,MER,,33.709,257,B,16,S,136,10.230,63.850,6.530,12,SUN,NOV,S,159,12.200,62.600,7.640,15,SUN,AUG
07,060,LA,R,2.220,98,O,17,E,7758,6.530,54.770,3.570,12,FRI,SEP,E,"8,386",5.930,65.180,3.860,18,MON,OCT
07,060,LA,R,7.774,499,A,16,W,8141,6.450,56.900,3.670,7,WED,JUL,W,"7,719",6.590,52.760,3.480,14,SUN,JUL
07,060,LA,,10.600,100,B,16,W,8955,5.900,62.690,3.700,6,THU,JUL,W,"8,674",6.580,54.470,3.580,14,SUN,MAR
07,060,LA,,12.200,101,A,15,E,8589,6.170,54.120,3.340,12,WED,MAR,E,"9,131",6.910,51.300,3.550,17,MON,SEP
07,060,LA,,20.920,102,A,17,W,16484,6.020,60.220,3.630,6,MON,JUN,W,"16,274",7.030,50.930,3.580,13,SUN,MAY
07,060,LA,R,25.464,607,B,16,W,12466,6.210,54.340,3.370,7,THU,FEB,E,"12,226",5.730,57.670,3.310,18,MON,MAY
08,060,RIV,R,1.564,714,B,15,W,7044,6.960,52.780,3.670,7,THU,JAN,W,"7,552",7.380,53.410,3.940,16,WED,FEB
04,061,ALA,,18.520,131,A,15,N,2320,9.850,57.870,5.700,8,THU,MAR,S,"2,124",10.180,51.280,5.220,17,THU,SEP
08,062,SBD,,125.761,986,A,17,W,311,13.320,81.410,10.850,9,SUN,JUN,W,295,13.600,75.640,10.290,16,SUN,JUN
06,063,TUL,,0.000,21,A,17,N,926,7.370,58.500,4.310,12,SUN,DEC,S,"1,125",9.410,55.670,5.240,17,THU,DEC
06,063,TUL,,4.010,78,B,17,N,963,8.390,53.260,4.470,12,SUN,MAR,S,"1,159",9.760,55.110,5.380,17,MON,DEC
06,063,TUL,L,7.970,79,B,17,N,1525,8.980,51.750,4.640,12,THU,DEC,N,"1,609",8.920,54.970,4.900,13,MON,DEC
06,063,TUL,,7.980,80,A,17,N,1046,7.270,57.440,4.180,7,WED,MAR,S,"1,269",9.120,55.610,5.070,17,TUE,DEC
06,063,TUL,,15.110,81,A,17,S,354,8.170,59.600,4.870,12,SUN,JUN,N,383,8.820,59.750,5.270,15,SUN,DEC
06,063,TUL,,23.572,82,B,17,N,578,8.540,56.060,4.780,7,FRI,DEC,S,654,10.410,51.990,5.410,16,FRI,DEC
06,063,TUL,R,25.550,83,A,17,N,131,10.530,62.090,6.540,8,THU,MAR,S,127,10.580,59.910,6.340,15,TUE,MAR
06,065,KER,R,0.000,20,A,17,N,961,9.130,62.280,5.690,7,FRI,DEC,S,"1,099",10.190,63.820,6.500,15,FRI,OCT
06,065,KER,,2.900,188,B,17,N,652,8.700,72.770,6.330,6,WED,NOV,S,568,9.290,59.350,5.510,16,TUE,NOV
06,065,KER,,11.860,662,B,17,S,449,7.930,69.290,5.490,8,FRI,NOV,N,476,9.900,58.840,5.820,17,FRI,NOV
06,065,KER,,23.186,621,B,17,S,450,10.150,59.210,6.010,6,THU,OCT,N,454,9.750,62.190,6.060,15,MON,MAY
06,065,TUL,R,14.073,606,A,17,S,858,8.860,82.660,7.320,6,THU,NOV,N,804,10.280,66.780,6.860,16,WED,NOV
06,065,TUL,,18.163,85,A,17,S,1368,8.210,58.390,4.790,8,THU,NOV,N,"1,615",9.030,62.670,5.660,17,WED,NOV
06,065,TUL,,18.163,410,B,17,S,855,7.130,78.510,5.600,6,THU,NOV,N,915,9.430,63.540,5.990,17,FRI,NOV
06,065,TUL,R,20.140,665,A,17,S,1292,8.960,62.000,5.560,7,WED,NOV,N,"1,207",9.880,52.550,5.190,15,FRI,MAY
06,065,TUL,,23.333,973,B,17,S,1119,8.550,55.730,4.770,7,TUE,SEP,N,"1,190",9.280,54.590,5.070,17,TUE,DEC
06,065,TUL,,30.540,40,B,17,N,1036,5.970,76.350,4.550,5,WED,MAY,S,"1,088",9.030,52.940,4.780,17,THU,NOV
06,065,TUL,,30.540,623,A,17,N,675,6.180,75.670,4.670,5,WED,MAY,S,684,8.480,55.880,4.740,13,SUN,MAY
06,065,TUL,,39.577,86,B,17,S,557,6.690,87.170,5.830,7,TUE,AUG,S,576,9.960,60.570,6.030,15,WED,MAY
03,065,PLA,R,4.863,289,A,16,N,4284,7.080,51.550,3.650,12,WED,NOV,N,"4,423",7.400,50.900,3.770,15,MON,APR
03,065,PLA,R,9.569,291,B,17,S,3251,7.330,53.410,3.920,7,WED,SEP,N,"3,357",7.470,54.110,4.040,17,WED,FEB
03,065,PLA,R,24.259,303,O,15,N,918,8.190,54.220,4.440,7,TUE,MAR,N,"1,086",9.330,56.270,5.250,16,FRI,JUN
03,065,YUB,R,0.000,303,O,15,N,918,8.190,54.220,4.440,7,TUE,MAR,N,"1,086",9.330,56.270,5.250,16,FRI,JUN
03,065,YUB,R,6.884,294,B,15,S,834,8.340,54.910,4.580,7,WED,MAR,N,958,9.610,54.740,5.260,16,FRI,MAR
03,065,YUB,R,9.177,295,B,17,S,1108,9.730,55.150,5.370,7,WED,SEP,N,"1,079",9.590,54.500,5.230,15,FRI,MAY
11,067,SD,R,2.149,736,A,17,S,2988,7.330,57.060,4.180,7,WED,MAR,N,"3,422",8.850,54.130,4.790,16,THU,APR
11,067,SD,R,4.832,820,B,17,S,2599,7.210,59.310,4.270,7,THU,MAY,N,"2,805",8.310,55.510,4.610,15,WED,MAR
11,067,SD,,6.670,821,A,17,N,1428,9.190,67.900,6.240,7,WED,FEB,S,"1,219",8.590,62.040,5.330,16,MON,JUN
11,067,SD,,15.200,972,A,17,S,1639,7.370,85.370,6.290,6,WED,AUG,N,"1,597",8.450,72.560,6.130,16,WED,AUG
05,068,MON,L,4.264,263,B,16,E,1278,8.730,53.680,4.690,8,MON,APR,E,"1,450",10.050,52.920,5.320,15,THU,APR
03,070,SUT,R,0.051,610,A,17,W,1229,8.680,73.330,6.370,6,TUE,NOV,E,"1,105",9.150,62.540,5.720,16,FRI,SEP
03,070,SUT,,8.298,614,O,17,W,1268,8.680,71.600,6.220,6,TUE,MAY,E,"1,168",9.230,62.030,5.730,15,FRI,SEP
03,070,YUB,,0.000,614,O,17,W,1268,8.680,71.600,6.220,6,TUE,MAY,E,"1,168",9.230,62.030,5.730,15,FRI,SEP
03,070,YUB,R,7.345,616,B,15,W,800,6.720,65.310,4.390,10,MON,SEP,E,954,9.150,57.230,5.240,16,FRI,AUG
03,070,YUB,R,9.282,617,B,17,E,2050,8.770,53.220,4.670,7,TUE,MAY,E,"2,090",8.820,54.010,4.760,15,FRI,MAR
03,070,YUB,,13.604,620,O,17,E,2497,7.280,54.450,3.960,7,THU,OCT,W,"2,777",8.240,53.470,4.410,16,FRI,MAR
03,070,YUB,,25.822,340,O,17,W,643,7.720,56.310,4.340,11,SUN,MAY,E,733,9.510,52.100,4.950,15,FRI,JUN
03,070,BUT,,0.000,340,O,17,W,643,7.720,56.310,4.340,11,SUN,MAY,E,733,9.510,52.100,4.950,15,FRI,JUN
03,070,BUT,,4.060,628,B,17,E,633,8.240,53.190,4.380,11,SAT,JUL,W,711,9.250,53.220,4.920,14,FRI,JUL
03,070,BUT,,4.060,627,A,17,W,675,7.790,52.820,4.110,12,FRI,JUL,W,804,8.750,56.030,4.900,16,THU,MAY
03,070,BUT,,13.901,630,B,15,E,713,8.070,55.020,4.440,7,TUE,MAY,W,830,9.870,52.330,5.170,16,FRI,APR
03,070,BUT,,20.096,636,B,17,W,1456,10.400,54.900,5.710,7,WED,NOV,E,"1,356",9.760,54.480,5.320,16,MON,MAY
03,070,BUT,R,21.870,637,B,16,W,461,8.380,70.380,5.900,7,TUE,MAR,E,434,9.760,56.880,5.550,16,FRI,SEP
03,070,BUT,R,21.870,638,A,16,W,186,8.140,72.370,5.890,7,FRI,FEB,E,201,9.980,63.810,6.370,16,TUE,MAR
02,070,PLU,,33.026,306,B,16,W,131,14.010,71.200,9.980,11,SUN,AUG,W,120,13.860,65.930,9.140,14,SUN,AUG
02,070,PLU,,43.086,287,B,16,E,351,11.050,52.550,5.800,12,TUE,FEB,E,336,10.700,51.930,5.560,15,FRI,NOV
02,070,PLU,,43.785,122,B,16,E,644,11.850,53.220,6.300,12,FRI,AUG,E,574,10.600,53.000,5.620,13,THU,AUG
02,070,PLU,,45.245,200,O,17,E,473,10.900,53.630,5.850,12,TUE,DEC,E,477,9.850,59.850,5.890,17,TUE,AUG
02,070,PLU,R,66.628,255,B,16,W,190,12.540,53.980,6.770,12,THU,AUG,W,192,10.080,67.850,6.840,18,FRI,AUG
02,070,PLU,R,66.628,123,A,16,E,266,12.540,60.320,7.560,12,MON,MAY,E,251,11.400,62.590,7.140,13,MON,MAY
02,070,PLU,,75.960,288,B,17,E,403,10.190,57.820,5.890,12,MON,SEP,W,416,10.790,56.370,6.080,15,FRI,AUG
02,070,PLU,,81.280,207,O,17,E,262,14.130,54.360,7.680,12,SUN,JUL,E,262,12.220,62.830,7.680,14,MON,SEP
02,070,LAS,,3.889,125,B,16,E,372,13.310,66.550,8.860,12,SUN,AUG,W,388,13.410,68.920,9.240,16,FRI,MAY
07,071,LA,R,0.900,105,A,15,N,3150,5.450,65.600,3.570,6,TUE,NOV,S,"3,198",7.000,51.820,3.630,17,TUE,MAR
