DI,RTE,CO,PRE,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH
06,119,KER,,0.000,93,A,15,W,334,8.040,80.480,6.470,6,MON,APR,E,360,9.940,70.180,6.980,16,TUE,OCT
06,119,KER,,3.170,189,A,15,W,746,10.140,64.370,6.530,6,MON,JAN,E,846,11.560,64.040,7.400,16,WED,OCT
06,119,KER,,18.173,64,B,17,W,722,9.230,75.440,6.960,6,TUE,MAY,E,760,10.360,70.760,7.330,16,WED,NOV
06,119,KER,,19.773,7,A,15,W,830,12.830,90.020,11.550,5,THU,OCT,E,661,12.390,74.270,9.200,16,THU,JAN
06,119,KER,,19.773,6,B,15,W,674,11.510,88.800,10.220,5,TUE,OCT,E,601,12.200,74.660,9.110,16,MON,OCT
06,119,KER,,31.283,94,B,15,E,737,8.470,55.540,4.700,7,THU,APR,W,823,9.640,54.470,5.250,17,THU,JAN
10,120,SJ,,21.180,2,B,16,W,787,10.740,62.860,6.750,12,MON,MAY,W,834,9.620,74.400,7.160,17,SUN,SEP
10,120,STA,,7.225,163,A,16,E,1128,10.530,56.970,6.000,12,SUN,JUL,W,"1,127",8.540,70.170,5.990,17,SUN,MAR
10,120,TUO,R,5.982,420,A,17,W,865,11.130,61.000,6.790,12,SUN,JUN,E,905,10.580,67.140,7.100,13,FRI,NOV
10,120,TUO,,15.516,174,A,16,E,436,14.280,73.520,10.500,9,SAT,JUL,W,427,14.490,70.930,10.280,16,SUN,JUL
10,120,TUO,R,23.897,35,B,16,E,431,13.240,69.630,9.220,10,SAT,JUN,W,445,16.570,57.420,9.520,13,SUN,AUG
09,120,MNO,R,12.056,948,B,17,W,300,26.800,82.420,22.090,10,SUN,OCT,E,256,25.410,74.200,18.850,17,FRI,AUG
09,120,MNO,,51.860,311,A,17,W,29,28.490,59.180,16.860,10,SUN,JUL,W,29,23.840,70.730,16.860,13,TUE,SEP
09,120,MNO,,51.860,100,B,17,W,33,21.400,60.000,12.840,12,SUN,JUL,W,35,22.180,61.400,13.620,14,FRI,AUG
09,120,MNO,,58.990,626,B,17,W,43,15.700,56.580,8.880,12,TUE,JUL,W,45,14.670,63.380,9.300,15,MON,SEP
04,121,SON,R,7.438,16,B,17,S,1264,8.410,69.110,5.810,6,MON,JUN,N,"1,043",9.100,52.700,4.790,14,FRI,SEP
11,125,SD,L,2.447,130,B,17,S,912,11.950,74.820,8.940,7,FRI,MAR,N,752,10.470,70.410,7.370,16,THU,MAR
11,125,SD,,3.061,131,B,17,S,1133,13.330,59.980,8.000,7,MON,SEP,N,832,10.570,55.540,5.870,17,THU,DEC
11,125,SD,,9.898,746,B,17,S,4887,8.460,51.590,4.360,7,WED,MAY,S,"5,487",8.390,58.390,4.900,17,FRI,JUN
11,125,SD,,12.967,991,A,17,N,6896,6.710,56.200,3.770,7,TUE,JUL,N,"6,716",7.260,50.620,3.670,16,THU,MAY
11,125,SD,,18.422,745,A,17,N,5078,8.920,61.000,5.440,7,TUE,MAR,S,"4,597",8.790,56.050,4.930,15,THU,FEB
11,125,SD,,22.172,749,B,17,N,3072,7.010,63.950,4.480,7,THU,AUG,S,"3,516",9.090,56.460,5.130,17,TUE,MAY
11,125,SD,,22.301,748,B,17,N,1816,10.070,56.070,5.640,7,THU,FEB,S,"1,772",8.650,63.700,5.510,17,WED,AUG
07,126,VEN,R,13.530,159,O,17,W,1704,7.690,63.560,4.880,7,WED,NOV,E,"1,976",9.240,61.290,5.660,17,THU,FEB
07,126,VEN,R,30.800,907,O,17,W,1462,9.420,62.050,5.850,11,SUN,MAY,E,"1,527",11.020,55.430,6.110,16,FRI,JUL
07,126,LA,R,3.564,462,A,17,W,1473,9.090,60.740,5.520,12,SAT,JUL,E,"1,555",9.700,60.090,5.830,16,FRI,APR
07,126,LA,R,5.850,163,A,15,W,1635,7.420,78.190,5.800,7,TUE,MAY,W,"2,063",9.130,80.240,7.330,17,FRI,APR
09,127,INY,,0.000,955,A,17,N,89,20.290,57.420,11.650,8,TUE,FEB,N,73,15.710,60.830,9.560,13,MON,MAR
09,127,INY,,6.510,954,A,17,N,69,16.740,57.030,9.540,12,MON,APR,N,66,16.460,55.460,9.130,13,MON,APR
09,127,INY,,14.749,923,B,17,N,79,13.610,56.030,7.630,12,SAT,MAR,N,90,10.710,81.080,8.690,17,FRI,JUN
09,127,INY,,14.749,935,A,17,N,77,11.720,66.380,7.780,11,WED,MAY,S,81,15.660,52.260,8.180,13,SUN,MAR
09,127,INY,,16.430,956,A,17,N,40,17.310,59.700,10.340,11,SUN,APR,S,35,10.850,83.330,9.040,15,SAT,MAY
09,127,INY,,16.430,965,B,17,N,52,15.650,63.420,9.920,9,SUN,APR,S,51,12.980,75.000,9.730,15,SUN,MAR
09,127,INY,,41.990,647,B,17,S,35,15.320,63.640,9.750,9,SUN,MAR,N,35,14.760,66.040,9.750,13,WED,MAR
09,127,INY,,42.149,517,B,17,N,120,10.970,79.470,8.710,11,THU,NOV,S,119,10.460,82.640,8.640,17,MON,NOV
09,127,INY,,49.420,998,B,17,S,54,9.850,72.970,7.190,12,THU,DEC,S,56,10.520,70.890,7.460,13,WED,DEC
01,128,MEN,,23.710,120,O,17,E,341,12.550,70.460,8.840,11,SUN,JUL,E,308,12.000,66.520,7.980,14,SUN,SEP
01,128,MEN,,29.820,166,O,17,E,228,15.380,72.840,11.200,11,SUN,JUN,E,281,19.170,72.050,13.810,14,SUN,SEP
04,128,SON,L,4.971,97,A,17,E,185,8.860,63.360,5.610,10,SUN,SEP,W,237,10.260,70.120,7.190,15,MON,MAR
03,128,YOL,,4.637,730,B,17,W,196,15.240,70.000,10.670,11,SAT,AUG,E,266,19.920,72.680,14.480,15,FRI,AUG
03,128,YOL,,4.637,731,A,17,W,203,13.470,66.560,8.970,11,SAT,MAY,E,241,15.460,68.860,10.640,16,SAT,MAY
05,129,SCR,,7.200,591,A,16,E,678,8.520,68.070,5.800,10,FRI,MAR,W,687,9.090,64.630,5.880,17,THU,SEP
04,130,SCL,,6.060,206,A,16,W,98,17.960,67.120,12.050,12,SAT,SEP,E,72,14.020,63.160,8.860,16,MON,SEP
10,132,STA,,23.144,70,A,16,W,567,8.290,63.780,5.290,8,THU,MAY,E,564,8.670,60.710,5.260,17,FRI,AUG
10,132,MPA,,18.746,253,B,16,E,59,12.030,68.610,8.250,11,SUN,APR,E,52,9.650,75.360,7.270,16,SUN,MAY
12,133,ORA,,3.416,665,A,16,S,1228,7.510,62.110,4.660,6,WED,OCT,S,"1,283",7.720,63.170,4.870,17,WED,JUN
12,133,ORA,,3.416,365,B,16,N,2142,7.300,79.190,5.780,7,THU,FEB,N,"2,088",7.110,79.240,5.630,18,SAT,JUN
12,133,ORA,,10.206,920,A,17,S,9207,13.280,88.080,11.700,7,TUE,MAY,N,"4,588",8.990,64.860,5.830,17,WED,FEB
12,133,ORA,,13.644,942,B,16,S,5071,12.540,81.670,10.240,7,TUE,MAY,N,"4,374",11.710,75.410,8.830,17,THU,MAR
07,134,LA,R,5.667,168,B,16,W,8485,7.110,56.510,4.020,8,TUE,JUN,W,"7,727",6.400,57.160,3.660,16,THU,DEC
05,135,SB,,0.000,213,A,17,S,259,7.440,76.630,5.700,7,WED,OCT,S,260,10.750,53.280,5.730,16,MON,JUL
05,135,SB,,9.095,215,B,17,S,215,14.870,82.060,12.200,6,WED,OCT,N,162,13.620,67.500,9.190,16,THU,JUL
05,135,SB,M,11.722,222,B,17,N,632,28.620,61.840,17.700,7,WED,JUL,N,"1,311",45.280,81.080,36.710,16,TUE,JUL
05,135,SB,R,9.095,217,A,17,S,462,7.430,69.160,5.140,12,SAT,OCT,S,718,13.750,58.090,7.990,16,TUE,JAN
05,135,SB,,10.930,221,B,17,N,1149,8.610,56.460,4.860,7,WED,JAN,S,"1,294",10.050,54.480,5.470,17,THU,AUG
05,135,SB,,15.772,533,B,16,S,1025,7.930,51.380,4.070,12,SAT,JAN,N,"1,283",9.560,53.330,5.100,17,FRI,APR
05,135,SB,,17.806,225,B,17,N,1532,7.840,87.440,6.860,6,THU,OCT,S,"1,274",9.470,60.210,5.700,17,THU,JUL
09,136,INY,,0.000,638,A,17,E,68,13.430,69.390,9.320,9,TUE,SEP,W,91,15.210,81.980,12.470,15,WED,JUL
09,136,INY,,17.730,938,B,17,E,61,18.160,64.210,11.660,10,FRI,JUL,W,67,20.460,62.620,12.810,14,TUE,AUG
06,137,TUL,,7.200,22,A,17,W,90,6.850,70.310,4.820,6,TUE,AUG,E,148,11.080,71.500,7.920,16,WED,MAY
06,137,TUL,,7.200,19,B,17,W,207,9.090,66.130,6.010,6,THU,MAR,E,267,11.060,70.080,7.750,15,THU,MAR
06,137,TUL,,14.260,25,B,17,E,229,7.320,62.400,4.570,7,MON,AUG,E,276,10.440,52.770,5.510,14,FRI,MAY
06,137,TUL,,14.980,30,B,17,E,420,6.680,67.090,4.480,8,WED,AUG,W,491,10.160,51.580,5.240,15,TUE,FEB
06,137,TUL,R,15.780,97,B,17,E,272,9.430,54.400,5.130,7,THU,AUG,W,335,11.990,52.670,6.320,15,FRI,FEB
06,137,TUL,,15.780,151,A,17,E,479,8.470,55.960,4.740,12,FRI,MAY,E,525,9.800,52.980,5.190,16,FRI,FEB
06,137,TUL,,17.511,23,A,17,W,605,8.670,56.490,4.900,12,SUN,APR,W,694,10.920,51.480,5.620,15,FRI,OCT
06,137,TUL,,20.461,32,A,17,W,574,8.580,60.170,5.160,11,SUN,MAR,W,574,8.940,57.750,5.160,13,SUN,NOV
06,137,TUL,,27.396,98,B,17,W,588,8.430,59.760,5.030,12,SUN,NOV,E,591,8.890,56.940,5.060,14,SUN,NOV
07,138,LA,,1.887,169,O,17,W,254,10.200,55.580,5.670,11,SUN,MAR,E,387,13.080,66.040,8.630,17,SUN,AUG
07,138,LA,,43.418,170,A,17,W,1345,7.370,52.420,3.860,12,MON,JUL,E,"1,562",8.480,52.910,4.490,15,FRI,APR
07,138,LA,,47.300,470,A,16,E,799,7.950,54.210,4.310,12,WED,JUN,E,941,7.890,64.320,5.080,17,FRI,FEB
07,138,LA,,69.300,224,A,17,W,868,8.630,70.630,6.090,7,MON,OCT,W,"1,083",15.090,50.400,7.600,16,SUN,OCT
08,138,SBD,R,15.203,965,A,15,W,549,10.800,94.980,10.260,5,MON,NOV,W,878,24.370,67.330,16.410,16,FRI,AUG
08,138,SBD,R,37.848,853,B,15,E,427,7.210,86.790,6.260,7,TUE,JAN,W,513,9.910,75.890,7.520,17,FRI,JAN
02,139,LAS,,0.000,142,A,16,S,342,10.560,54.290,5.730,12,FRI,AUG,S,333,9.890,56.440,5.580,16,WED,JUN
02,139,LAS,,2.340,143,B,16,N,71,13.030,56.800,7.400,11,FRI,MAY,S,76,11.890,66.670,7.920,15,SUN,AUG
02,139,MOD,,0.231,144,B,17,N,92,19.970,71.320,14.240,12,FRI,AUG,N,72,18.110,61.540,11.150,14,FRI,AUG
02,139,MOD,R,0.231,228,A,17,N,95,14.440,60.510,8.740,11,FRI,AUG,N,85,12.140,64.390,7.820,14,MON,AUG
02,139,MOD,,23.200,233,O,17,N,106,12.220,65.430,7.990,9,SUN,AUG,S,93,11.240,62.420,7.010,14,WED,SEP
02,139,MOD,,50.684,230,O,17,N,149,10.370,61.070,6.330,11,SAT,AUG,N,155,11.600,56.780,6.580,14,WED,AUG
02,139,SIS,,0.000,230,O,17,N,149,10.370,61.070,6.330,11,SAT,AUG,N,155,11.600,56.780,6.580,14,WED,AUG
02,139,SIS,,5.042,100,B,17,N,365,15.510,75.100,11.650,12,WED,AUG,N,381,16.020,75.900,12.160,14,SUN,AUG
02,139,SIS,,5.043,145,B,17,N,365,14.930,75.100,11.210,12,WED,AUG,N,381,15.420,75.900,11.700,14,SUN,AUG
10,140,MER,,6.060,195,A,16,W,226,7.820,72.200,5.650,11,SUN,SEP,E,211,7.850,67.200,5.270,15,SUN,SEP
10,140,MPA,,21.224,184,B,16,E,445,8.640,59.890,5.180,9,SAT,MAY,W,492,9.890,57.880,5.720,17,WED,MAY
08,142,SBD,,0.000,142,A,16,W,1413,10.670,89.600,9.560,7,TUE,JAN,E,"1,385",11.010,85.070,9.370,16,TUE,OCT
06,145,FRE,,0.000,193,A,16,N,161,9.870,70.310,6.940,7,MON,APR,N,145,9.830,63.600,6.250,13,WED,JUL
06,145,FRE,,13.212,402,B,16,S,403,12.310,76.760,9.450,6,TUE,APR,N,344,11.720,68.800,8.070,16,WED,APR
06,145,FRE,,13.212,160,A,16,S,401,11.770,75.800,8.930,6,THU,APR,N,359,11.770,67.860,7.990,16,THU,APR
06,145,FRE,,35.149,194,B,16,N,516,8.360,56.460,4.720,12,MON,JUL,N,686,10.200,61.530,6.280,16,MON,APR
06,145,FRE,,35.149,47,A,16,N,441,8.140,59.430,4.840,12,MON,JUL,N,741,12.160,66.880,8.130,16,FRI,JUL
06,145,MAD,,6.060,245,A,17,S,563,11.560,83.280,9.630,5,TUE,MAY,N,527,13.610,66.210,9.010,16,FRI,APR
06,145,MAD,,8.060,99,A,16,S,708,6.940,72.250,5.010,6,WED,JAN,N,731,8.940,57.920,5.180,17,FRI,JAN
06,145,MAD,,9.680,100,A,16,S,687,7.450,58.520,4.360,7,MON,APR,N,881,10.610,52.660,5.590,16,FRI,JAN
06,145,MAD,,11.020,417,B,16,S,610,8.390,67.930,5.700,7,MON,APR,N,513,8.400,57.060,4.790,16,WED,APR
06,145,MAD,,11.020,101,A,16,N,471,8.770,55.150,4.840,12,SUN,JUL,N,487,8.450,59.170,5.000,17,FRI,JUL
06,145,MAD,,25.459,53,B,16,N,269,7.150,68.800,4.920,12,SAT,JAN,S,307,9.900,56.750,5.620,15,SUN,JUL
02,147,PLU,,0.000,146,A,16,S,74,15.450,53.620,8.290,12,SAT,AUG,S,70,15.120,51.850,7.840,14,SUN,AUG
02,147,LAS,,1.790,147,B,16,N,53,8.800,70.670,6.220,7,WED,NOV,S,62,10.800,67.390,7.280,16,THU,MAY
03,149,BUT,R,0.000,791,A,17,S,1042,10.140,55.160,5.590,7,WED,OCT,S,"1,001",10.300,52.160,5.370,17,THU,JUL
05,150,SB,R,0.000,281,A,16,E,825,17.320,89.090,15.430,7,THU,SEP,W,820,17.810,86.130,15.340,15,SAT,DEC
07,150,VEN,,11.270,259,A,17,W,217,8.400,92.740,7.790,7,TUE,NOV,E,197,9.650,73.230,7.070,17,MON,MAY
07,150,VEN,,22.481,261,B,17,W,207,11.620,55.200,6.410,12,WED,FEB,E,225,11.090,62.850,6.970,15,WED,FEB
07,150,VEN,,34.100,176,A,17,E,874,8.290,62.790,5.210,7,SUN,FEB,W,761,7.860,57.650,4.530,17,THU,FEB
02,151,SHA,,0.000,381,A,15,W,36,17.920,58.070,10.400,11,MON,MAY,E,51,24.570,60.000,14.740,16,SAT,FEB
02,151,SHA,,3.781,149,A,15,W,124,10.690,69.660,7.450,10,SAT,NOV,W,113,12.010,56.500,6.790,14,SAT,FEB
02,151,SHA,,6.790,297,B,15,E,782,9.010,68.180,6.140,11,SAT,NOV,W,648,9.560,53.250,5.090,17,TUE,NOV
02,151,SHA,R,6.902,295,B,15,E,754,9.090,65.790,5.980,7,WED,NOV,W,691,9.300,58.910,5.480,17,FRI,FEB
04,152,SCL,,5.030,210,A,16,W,333,10.810,52.440,5.670,12,SUN,JUN,E,409,12.070,57.690,6.960,17,FRI,SEP
04,152,SCL,R,21.977,61,B,16,E,1140,7.770,56.600,4.400,10,SAT,SEP,E,"1,500",9.540,60.660,5.790,15,FRI,JUN
04,152,SCL,R,26.309,907,A,17,W,2147,6.080,86.990,5.290,5,MON,SEP,E,"2,302",9.270,61.140,5.670,17,FRI,JUL
10,152,MER,R,13.244,44,B,16,W,1549,6.090,87.320,5.320,5,TUE,MAY,E,"1,846",8.610,73.580,6.330,20,FRI,JUL
10,152,MER,,13.848,348,B,16,W,1568,9.000,56.730,5.110,11,SAT,JUN,E,"1,946",9.370,67.660,6.340,16,FRI,APR
10,152,MER,,23.915,22,B,17,W,1057,7.900,61.200,4.830,9,SAT,AUG,E,"1,065",8.900,54.760,4.870,17,FRI,SEP
06,152,MAD,,1.070,152,A,16,E,1170,10.800,75.290,8.130,10,TUE,APR,E,"1,394",12.190,79.480,9.680,15,TUE,APR
06,152,MAD,,12.355,103,O,17,W,729,8.020,62.410,5.010,9,SAT,JUN,E,735,6.360,79.370,5.050,21,FRI,APR
05,154,SB,R,0.000,123,A,15,E,501,9.040,52.850,4.780,12,SAT,JUN,W,593,9.160,61.770,5.660,16,TUE,SEP
05,154,SB,,24.400,514,A,17,W,857,11.190,54.210,6.070,12,SUN,MAR,E,915,11.650,55.590,6.480,15,SUN,APR
05,154,SB,R,32.268,124,B,15,E,868,8.420,57.870,4.870,12,SUN,SEP,W,902,7.910,63.970,5.060,17,FRI,JUN
06,155,KER,L,0.000,104,A,15,W,196,12.810,65.120,8.340,8,THU,MAR,W,243,17.410,59.410,10.340,18,FRI,MAR
06,155,KER,,0.000,45,A,15,W,212,7.660,58.240,4.460,12,FRI,MAR,W,285,10.220,58.640,5.990,16,THU,SEP
06,155,KER,R,0.470,405,A,15,E,483,6.420,69.800,4.480,5,MON,JUN,E,553,9.220,55.630,5.130,15,FRI,SEP
06,155,KER,R,6.550,412,B,15,E,186,16.770,68.640,11.510,5,TUE,JUN,W,157,15.350,63.310,9.720,16,FRI,SEP
06,155,KER,R,11.016,566,A,15,W,23,24.100,57.500,13.860,12,SUN,JUN,E,18,12.650,85.710,10.840,13,SUN,SEP
06,155,KER,R,11.016,565,B,15,W,68,17.440,81.930,14.290,5,FRI,JUN,E,40,12.820,65.570,8.400,14,TUE,JUN
06,155,KER,R,60.637,157,B,15,W,102,11.910,50.750,6.040,11,SUN,SEP,E,99,10.010,58.580,5.870,13,MON,SEP
06,155,KER,R,70.976,107,B,15,W,453,12.680,64.900,8.230,12,SAT,SEP,E,363,9.430,69.940,6.600,17,SUN,SEP
05,156,MON,T,5.185,251,B,16,W,2483,11.290,69.200,7.810,12,SAT,JUL,E,"2,461",7.750,99.880,7.740,13,FRI,APR
05,156,SBT,R,18.430,712,B,16,W,857,8.240,65.020,5.360,10,SAT,JUN,W,"1,124",12.720,55.230,7.030,19,SUN,MAR
09,158,MNO,,0.000,946,A,17,N,221,18.630,63.510,11.830,11,SAT,SEP,N,226,22.910,52.800,12.100,15,SAT,JUL
09,158,MNO,,3.860,503,B,17,N,161,19.420,52.100,10.120,12,SAT,JUN,S,177,21.180,52.520,11.130,16,SUN,JUL
09,158,MNO,,7.180,509,A,17,N,86,15.860,75.440,11.960,10,SUN,AUG,S,77,18.780,57.040,10.710,13,SAT,AUG
09,158,MNO,,15.835,947,B,17,N,88,38.170,51.460,19.640,10,SUN,MAY,N,82,34.820,52.560,18.300,14,MON,JUL
03,160,SAC,,11.460,818,A,17,N,363,13.590,54.920,7.460,12,SAT,JUL,N,456,14.950,62.720,9.380,16,FRI,JUL
03,160,SAC,,21.100,820,B,17,S,131,12.580,55.510,6.980,12,SUN,JUL,N,161,15.670,54.760,8.580,16,FRI,JUL
03,160,SAC,,26.250,312,B,17,N,332,20.060,66.530,13.350,10,SUN,JUL,S,359,24.290,59.440,14.430,13,SUN,JUL
03,160,SAC,,46.581,830,B,17,S,2459,8.710,69.370,6.040,7,MON,NOV,N,"3,390",12.390,67.240,8.330,16,TUE,NOV
02,161,SIS,,0.037,151,A,17,W,50,10.870,75.760,8.240,10,SAT,NOV,W,41,9.560,70.690,6.750,13,SAT,FEB
02,161,SIS,,19.361,152,B,17,W,63,10.490,57.270,6.010,10,FRI,AUG,E,67,12.110,52.760,6.390,16,THU,AUG
03,162,GLE,,76.270,852,B,17,W,130,10.280,58.300,5.990,7,MON,SEP,E,138,11.390,55.870,6.360,16,FRI,OCT
03,162,BUT,,9.726,856,B,17,W,81,10.580,63.780,6.750,7,WED,AUG,E,93,12.170,63.700,7.750,15,TUE,SEP
03,162,BUT,,22.899,769,A,17,W,275,7.040,74.320,5.230,7,WED,JUN,E,309,9.240,63.580,5.880,16,FRI,JUN
03,162,BUT,,22.899,768,B,17,W,370,8.360,71.150,5.950,9,WED,MAR,E,328,8.800,59.960,5.270,17,WED,MAY
11,163,SD,,0.890,885,B,17,S,2893,8.390,57.910,4.860,8,MON,AUG,N,"2,954",7.760,63.950,4.960,17,MON,MAR
11,163,SD,,2.490,933,A,17,N,4094,7.590,53.850,4.090,8,WED,MAY,S,"3,845",7.190,53.390,3.840,17,WED,JUN
11,163,SD,,4.371,957,A,17,N,9090,8.950,55.850,5.000,7,TUE,MAY,S,"7,352",7.930,50.960,4.040,15,WED,JUN
11,163,SD,R,11.662,921,B,17,S,8087,8.880,64.800,5.750,7,THU,OCT,S,"7,487",10.260,51.910,5.320,16,WED,AUG
10,165,MER,L,0.000,247,A,16,S,72,7.680,69.230,5.310,5,FRI,SEP,N,78,9.150,62.900,5.760,17,MON,SEP
05,166,SB,,0.000,130,A,17,W,673,9.250,73.470,6.790,5,FRI,SEP,E,614,8.620,71.900,6.200,17,FRI,NOV
05,166,SB,,7.870,132,B,17,W,740,7.950,51.000,4.050,12,MON,JAN,E,896,9.600,51.140,4.910,17,FRI,APR
05,166,SLO,,8.927,227,A,17,E,229,9.920,71.340,7.080,10,MON,SEP,E,231,11.840,60.310,7.140,14,SUN,JUN
06,166,KER,,0.010,109,A,15,W,144,7.720,63.720,4.920,5,MON,JUL,E,182,9.320,66.670,6.220,16,SUN,JUL
06,166,KER,,22.765,613,B,15,W,599,19.540,93.160,18.210,5,SAT,JUL,E,607,20.760,88.870,18.450,14,SAT,JUL
06,166,KER,,24.620,187,B,15,W,537,22.950,86.060,19.750,5,SAT,JUL,E,518,22.360,85.200,19.050,14,THU,JUL
09,167,MNO,,0.000,949,A,17,E,26,22.530,63.420,14.290,11,SAT,AUG,W,24,19.230,68.570,13.190,13,TUE,AUG
09,167,MNO,,21.331,602,B,17,W,16,26.040,64.000,16.670,7,SUN,AUG,E,14,22.920,63.640,14.580,13,SUN,JUL
06,168,FRE,R,0.993,693,B,17,E,4988,9.910,51.000,5.050,7,TUE,JAN,E,"5,678",9.560,60.170,5.750,16,WED,FEB
06,168,FRE,R,2.017,567,B,16,W,5937,10.450,55.850,5.840,7,TUE,MAR,E,"5,860",9.650,59.710,5.760,16,THU,MAR
06,168,FRE,R,3.035,568,B,16,W,6076,11.000,55.970,6.160,7,THU,SEP,E,"5,910",10.350,57.860,5.990,17,THU,SEP
06,168,FRE,R,4.258,696,B,17,W,5411,10.630,57.620,6.130,7,TUE,APR,E,"5,372",10.250,59.330,6.080,16,TUE,MAR
06,168,FRE,R,4.258,697,A,17,W,5074,11.270,67.430,7.600,7,WED,OCT,E,"4,520",11.040,61.320,6.770,17,WED,APR
06,168,FRE,R,6.866,569,B,16,W,4132,10.870,71.450,7.770,7,TUE,SEP,E,"3,566",10.630,63.060,6.700,17,TUE,MAR
06,168,FRE,R,9.150,570,A,17,W,1244,9.580,80.780,7.740,7,THU,NOV,E,"1,073",9.600,69.540,6.670,16,MON,OCT
06,168,FRE,,14.750,196,A,16,W,482,9.700,72.590,7.040,12,MON,SEP,E,484,10.170,69.540,7.070,17,FRI,SEP
06,168,FRE,,15.470,51,A,16,W,437,9.130,73.080,6.670,7,MON,SEP,E,513,11.480,68.220,7.830,16,FRI,SEP
06,168,FRE,T,23.716,168,A,16,W,284,10.110,69.780,7.060,11,SUN,SEP,E,272,11.900,56.790,6.760,16,FRI,SEP
06,168,FRE,T,27.368,197,O,16,W,360,16.280,67.420,10.970,11,SUN,SEP,W,334,12.650,80.480,10.180,16,SAT,MAR
06,168,FRE,T,31.238,169,B,16,W,573,9.470,68.210,6.460,12,SUN,SEP,E,535,9.310,64.770,6.030,17,FRI,JUN
06,168,FRE,,49.660,113,B,16,E,188,18.520,97.410,18.040,8,TUE,MAR,W,176,17.850,94.620,16.890,17,SAT,MAR
09,168,INY,R,3.278,975,A,17,E,100,21.380,67.110,14.350,9,SUN,AUG,E,98,25.680,54.750,14.060,15,SAT,SEP
09,168,INY,,16.340,976,A,17,E,341,9.310,54.300,5.060,12,TUE,MAR,W,373,9.880,56.010,5.530,15,THU,OCT
09,168,INY,,18.310,941,B,17,E,451,10.250,55.960,5.740,12,MON,APR,E,457,10.080,57.700,5.810,13,THU,FEB
09,168,INY,,18.320,942,A,17,E,51,17.840,59.300,10.580,11,SUN,MAY,W,54,15.770,71.050,11.200,16,THU,JUL
09,168,MNO,,1.450,943,B,17,W,27,18.930,69.230,13.110,12,THU,JUN,W,28,19.420,70.000,13.590,15,WED,JUL
07,170,LA,R,17.620,541,O,16,S,8671,5.840,72.060,4.210,6,MON,JUN,N,"8,878",6.820,63.200,4.310,15,SAT,APR
02,172,TEH,,0.000,153,A,16,W,15,19.310,53.570,10.340,12,SUN,AUG,E,17,17.240,68.000,11.720,18,FRI,AUG
02,172,TEH,,8.917,154,B,16,E,25,28.570,65.790,18.800,12,SAT,AUG,E,23,31.580,54.760,17.290,15,SUN,AUG
08,173,SBD,L,0.000,988,A,15,W,101,14.200,60.480,8.590,12,SUN,AUG,W,165,25.510,55.000,14.030,16,FRI,AUG
08,173,SBD,,21.462,866,A,15,W,288,11.290,62.610,7.070,12,SAT,JAN,E,274,12.200,55.130,6.720,15,SAT,OCT
03,174,PLA,,0.730,867,A,15,S,357,9.160,59.200,5.420,10,SUN,JUN,N,380,10.300,56.050,5.770,17,WED,SEP
03,174,PLA,,2.883,870,O,15,S,256,10.240,50.900,5.210,12,SUN,JUN,N,277,9.610,58.690,5.640,16,FRI,SEP
03,174,NEV,,0.000,870,O,15,S,256,10.240,50.900,5.210,12,SUN,JUN,N,277,9.610,58.690,5.640,16,FRI,SEP
03,174,NEV,,6.830,873,B,15,N,573,8.590,71.000,6.100,8,TUE,SEP,S,569,9.720,62.250,6.050,17,MON,SEP
01,175,MEN,,0.000,760,A,17,W,116,7.150,58.000,4.150,11,SAT,SEP,E,157,9.480,59.250,5.620,15,THU,JUN
01,175,LAK,R,8.178,769,B,17,E,97,8.060,58.080,4.680,12,SAT,JUN,E,129,9.260,67.190,6.220,16,MON,DEC
01,175,LAK,,28.038,771,B,17,E,146,9.210,60.080,5.530,7,TUE,AUG,E,163,11.060,55.820,6.170,16,TUE,DEC
08,177,RIV,,0.000,919,A,17,S,285,14.010,77.450,10.850,9,SUN,NOV,S,331,15.000,84.010,12.600,14,SUN,AUG
08,177,RIV,,0.260,910,A,17,S,262,17.610,81.370,14.320,10,SUN,JUN,S,305,19.190,86.900,16.680,14,SUN,MAY
06,178,KER,,1.705,900,A,15,W,2582,9.230,55.730,5.140,7,WED,FEB,E,"3,010",9.830,61.010,5.990,17,TUE,FEB
06,178,KER,R,5.641,308,A,15,W,2259,9.510,71.560,6.800,7,THU,NOV,E,"2,056",9.720,63.730,6.190,17,TUE,MAY
06,178,KER,R,7.687,309,B,17,W,1892,10.760,67.570,7.270,7,WED,FEB,E,"1,509",9.710,59.690,5.800,17,TUE,FEB
06,178,KER,T,9.614,312,A,15,W,892,8.880,75.530,6.700,7,MON,MAY,E,740,8.710,63.850,5.560,17,TUE,MAY
06,178,KER,R,10.962,615,A,17,E,274,8.780,81.550,7.160,6,SAT,MAY,W,285,11.080,67.220,7.450,13,SUN,JUN
06,178,KER,R,42.941,117,A,15,W,195,7.420,70.650,5.240,7,WED,MAY,E,199,8.600,62.190,5.350,16,FRI,FEB
